Timestamps are UTC timezone,https://www.CryptoDataDownload.com
Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume BTC,Volume USD
1605762000.0,2020-11-19 05-AM,BTCUSD,17856.4,17922.6,17760.5,17922.6,3.103,55279.65
1605758400.0,2020-11-19 04-AM,BTCUSD,17944.7,17944.7,17770.6,17856.4,3.797,67763.41
1605754800.0,2020-11-19 03-AM,BTCUSD,17941.1,18022.6,17867.6,17944.7,7.881,141222.72
1605751200.0,2020-11-19 02-AM,BTCUSD,17862.5,18050,17862.5,17941.1,10.49,188338.67
1605747600.0,2020-11-19 01-AM,BTCUSD,17794.5,17862.5,17711.6,17862.5,3.286,58378.33
1605744000.0,2020-11-19 12-AM,BTCUSD,17796.4,17828.5,17559.1,17794.5,6.734,119212.84
1605740400.0,2020-11-18 11-PM,BTCUSD,17839.9,17869.2,17700,17796.4,8.399,149163.76
1605736800.0,2020-11-18 10-PM,BTCUSD,17773,17868,17722.1,17839.9,1.966,34987.54
1605733200.0,2020-11-18 09-PM,BTCUSD,17675.3,17800,17581.9,17773,10.82,191761.63
1605729600.0,2020-11-18 08-PM,BTCUSD,17650.1,17740.1,17481.6,17675.3,12.58,221539.69
1605726000.0,2020-11-18 07-PM,BTCUSD,17781.5,17851.9,17562,17650.1,10.13,179101.42
1605722400.0,2020-11-18 06-PM,BTCUSD,17881.6,17975.9,17750.1,17781.5,9.155,163856.59
1605718800.0,2020-11-18 05-PM,BTCUSD,17815,17915.6,17733.8,17881.6,6.472,115367.54
1605715200.0,2020-11-18 04-PM,BTCUSD,17918.1,18027.5,17709,17815,21.91,392123.09
1605711600.0,2020-11-18 03-PM,BTCUSD,17694,17930,17274,17918.1,38.5,677213.78
1605708000.0,2020-11-18 02-PM,BTCUSD,17890.4,17968.1,17688.3,17694,14.04,250705.54
1605704400.0,2020-11-18 01-PM,BTCUSD,18050.7,18104,17840.1,17890.4,31.54,567179.27
1605700800.0,2020-11-18 12-PM,BTCUSD,18258.1,18258.1,18007,18050.7,17.48,317694.13
1605697200.0,2020-11-18 11-AM,BTCUSD,18257.5,18263.8,18035.9,18258.1,11.91,216233.27
1605693600.0,2020-11-18 10-AM,BTCUSD,18135.6,18267.3,18000.2,18257.5,12.48,226571.07
1605690000.0,2020-11-18 09-AM,BTCUSD,18223.1,18230,17904.3,18135.6,26.71,481203.65
1605686400.0,2020-11-18 08-AM,BTCUSD,18091.3,18308.6,18079.4,18223.1,26.4,480179.1
1605682800.0,2020-11-18 07-AM,BTCUSD,17770.4,18122.9,17700,18091.3,13.91,248645.75
1605679200.0,2020-11-18 06-AM,BTCUSD,17639.8,17881.5,17446.8,17770.4,28.29,501662.88
1605675600.0,2020-11-18 05-AM,BTCUSD,18409.5,18409.5,17300,17639.8,86.25,1537011.89
1605672000.0,2020-11-18 04-AM,BTCUSD,18044.1,18484.9,17979.9,18409.5,50.65,924256.22
1605668400.0,2020-11-18 03-AM,BTCUSD,17685,18093,17652.9,18044.1,19.08,341810.79
1605664800.0,2020-11-18 02-AM,BTCUSD,17739.8,17747.6,17673.5,17685,3.911,69204.96
1605661200.0,2020-11-18 01-AM,BTCUSD,17715.4,17758,17625.1,17739.8,3.482,61616.64
1605657600.0,2020-11-18 12-AM,BTCUSD,17637.1,17829.9,17630.8,17715.4,7.249,128532.74
1605654000.0,2020-11-17 11-PM,BTCUSD,17613.8,17708.5,17613.8,17637.1,5.003,88387.03
1605650400.0,2020-11-17 10-PM,BTCUSD,17635.5,17639,17470,17613.8,11.62,204099.38
1605646800.0,2020-11-17 09-PM,BTCUSD,17693.9,17698.9,17555,17635.5,7.64,134480.93
1605643200.0,2020-11-17 08-PM,BTCUSD,17712.5,17745.5,17617.5,17693.9,7.323,129517.82
1605639600.0,2020-11-17 07-PM,BTCUSD,17604.5,17769.5,17502.1,17712.5,12.99,229134.58
1605636000.0,2020-11-17 06-PM,BTCUSD,17800.8,17847.1,17601.6,17604.5,16.96,300951.23
1605632400.0,2020-11-17 05-PM,BTCUSD,17673.1,17887.5,17427.4,17800.8,37.41,659515.43
1605628800.0,2020-11-17 04-PM,BTCUSD,17320,17712.5,17300.2,17673.1,41.26,720435.61
1605625200.0,2020-11-17 03-PM,BTCUSD,17192.1,17360,17150.7,17320,19.87,342833.74
1605621600.0,2020-11-17 02-PM,BTCUSD,16934.4,17199,16912.6,17192.1,12.55,214026.61
1605618000.0,2020-11-17 01-PM,BTCUSD,17099.9,17100,16934.4,16934.4,22.69,385841.96
1605614400.0,2020-11-17 12-PM,BTCUSD,17025.9,17099.9,16931.6,17099.9,9.514,161957.94
1605610800.0,2020-11-17 11-AM,BTCUSD,16760.4,17025.9,16760.4,17025.9,16.82,284682.07
1605607200.0,2020-11-17 10-AM,BTCUSD,16680.1,16787,16654.2,16760.4,4.859,81207.28
1605603600.0,2020-11-17 09-AM,BTCUSD,16729.5,16767.3,16648,16680.1,8.904,148674.59
1605600000.0,2020-11-17 08-AM,BTCUSD,16760,16783.6,16700,16729.5,2.951,49412.56
1605596400.0,2020-11-17 07-AM,BTCUSD,16664.7,16781.6,16627.1,16760,7.959,133263.54
1605592800.0,2020-11-17 06-AM,BTCUSD,16624.2,16695.6,16620,16664.7,2.121,35336.89
1605589200.0,2020-11-17 05-AM,BTCUSD,16684.7,16696.2,16613.9,16624.2,2.493,41493.74
1605585600.0,2020-11-17 04-AM,BTCUSD,16601.9,16694.3,16552.4,16684.7,3.868,64318.06
1605582000.0,2020-11-17 03-AM,BTCUSD,16684.7,16723.4,16575.3,16601.9,3.185,52993.69
1605578400.0,2020-11-17 02-AM,BTCUSD,16707.6,16763.6,16636.5,16684.7,2.705,45191.22
1605574800.0,2020-11-17 01-AM,BTCUSD,16802.3,16835.9,16691.1,16707.6,2.567,43025.78
1605571200.0,2020-11-17 12-AM,BTCUSD,16727,16842,16700,16802.3,5.479,91892.78
1605567600.0,2020-11-16 11-PM,BTCUSD,16706.5,16793.7,16700.2,16727,2.152,36058.85
1605564000.0,2020-11-16 10-PM,BTCUSD,16718.3,16773.9,16655,16706.5,5.116,85492.85
1605560400.0,2020-11-16 09-PM,BTCUSD,16827.3,16895.8,16616.6,16718.3,8.551,143500.31
1605556800.0,2020-11-16 08-PM,BTCUSD,16811,16862.5,16778.3,16827.3,5.147,86577.86
1605553200.0,2020-11-16 07-PM,BTCUSD,16697.7,16861,16661.9,16811,9.89,166049.03
1605549600.0,2020-11-16 06-PM,BTCUSD,16671.5,16759.1,16645.3,16697.7,6.747,112721.05
1605546000.0,2020-11-16 05-PM,BTCUSD,16566.5,16777,16566.5,16671.5,14.62,243974.82
1605542400.0,2020-11-16 04-PM,BTCUSD,16450,16666,16449.2,16566.5,23.79,393832.08
1605538800.0,2020-11-16 03-PM,BTCUSD,16400,16465,16374.1,16450,5.529,90807.57
1605535200.0,2020-11-16 02-PM,BTCUSD,16323,16444.7,16323,16400,11.89,195039.56
1605531600.0,2020-11-16 01-PM,BTCUSD,16311.6,16380,16300.1,16323,5.196,84912.75
1605528000.0,2020-11-16 12-PM,BTCUSD,16237.5,16320.7,16216.7,16311.6,3.25,52878.19
1605524400.0,2020-11-16 11-AM,BTCUSD,16379.8,16379.8,16237.5,16237.5,5.368,87692.03
1605520800.0,2020-11-16 10-AM,BTCUSD,16231.3,16379.8,16221.5,16379.8,11.95,194828.76
1605517200.0,2020-11-16 09-AM,BTCUSD,16247.3,16251.6,16173.3,16231.3,7.168,116140.14
1605513600.0,2020-11-16 08-AM,BTCUSD,16256.1,16288.8,16214.2,16247.3,6.17,100340.04
1605510000.0,2020-11-16 07-AM,BTCUSD,16235.4,16291.5,16217.6,16256.1,3.148,51166.3
1605506400.0,2020-11-16 06-AM,BTCUSD,16101.1,16250,16101.1,16235.4,7.73,125307.25
1605502800.0,2020-11-16 05-AM,BTCUSD,16040.2,16156.9,16040.2,16101.1,9.801,158014.47
1605499200.0,2020-11-16 04-AM,BTCUSD,16033.9,16062.2,16000.1,16040.2,2.775,44510.44
1605495600.0,2020-11-16 03-AM,BTCUSD,15957.2,16066.1,15944.9,16033.9,1.445,23114.98
1605492000.0,2020-11-16 02-AM,BTCUSD,15951.8,16004.4,15943,15957.2,1.311,20953.92
1605488400.0,2020-11-16 01-AM,BTCUSD,15995.7,16070.1,15951.8,15951.8,2.933,47028.81
1605484800.0,2020-11-16 12-AM,BTCUSD,15979,15995.7,15878.4,15995.7,1.923,30615.75
1605481200.0,2020-11-15 11-PM,BTCUSD,15946.8,16029,15940,15979,5.211,83407.94
1605477600.0,2020-11-15 10-PM,BTCUSD,15874.2,15946.8,15800.2,15946.8,3.337,52990.19
1605474000.0,2020-11-15 09-PM,BTCUSD,15881.6,15928.4,15851.7,15874.2,2.421,38476.66
1605470400.0,2020-11-15 08-PM,BTCUSD,15895.6,15914,15826.5,15881.6,5.932,94118.39
1605466800.0,2020-11-15 07-PM,BTCUSD,15935.4,15951.4,15868.3,15895.6,4.564,72584.55
1605463200.0,2020-11-15 06-PM,BTCUSD,15900,15964.2,15867,15935.4,5.892,93883.43
1605459600.0,2020-11-15 05-PM,BTCUSD,16021.6,16030.7,15885.2,15900,10.72,170845.58
1605456000.0,2020-11-15 04-PM,BTCUSD,16047.8,16084.5,15981.4,16021.6,2.803,44902.01
1605452400.0,2020-11-15 03-PM,BTCUSD,16063.9,16097.4,16031.9,16047.8,4.438,71321.37
1605448800.0,2020-11-15 02-PM,BTCUSD,16077.9,16133,16047.7,16063.9,2.723,43814.47
1605445200.0,2020-11-15 01-PM,BTCUSD,16017.4,16107.6,15975.9,16077.9,4.225,67832.22
1605441600.0,2020-11-15 12-PM,BTCUSD,15997.4,16091.2,15971.7,16017.4,3.107,49708.55
1605438000.0,2020-11-15 11-AM,BTCUSD,16036.1,16117.6,15951.3,15997.4,5.212,83366.64
1605434400.0,2020-11-15 10-AM,BTCUSD,16099.4,16111.2,15979.1,16036.1,2.772,44428.64
1605430800.0,2020-11-15 09-AM,BTCUSD,16146.8,16146.8,16069.3,16099.4,3.826,61643.49
1605427200.0,2020-11-15 08-AM,BTCUSD,16059.3,16162.8,16053.6,16146.8,3.713,59891.52
1605423600.0,2020-11-15 07-AM,BTCUSD,16084.9,16111.5,16020.8,16059.3,2.44,39230.26
1605420000.0,2020-11-15 06-AM,BTCUSD,16018.1,16094.6,16001.9,16084.9,2.367,37993.34
1605416400.0,2020-11-15 05-AM,BTCUSD,15944.4,16033.5,15944.4,16018.1,4.829,77330.39
1605412800.0,2020-11-15 04-AM,BTCUSD,15925.1,15975.3,15906.1,15944.4,3.342,53303.27
1605409200.0,2020-11-15 03-AM,BTCUSD,16011.8,16011.8,15904.6,15925.1,1.978,31521.2
1605405600.0,2020-11-15 02-AM,BTCUSD,16009.5,16070.7,15976,16011.8,3.706,59400.13
1605402000.0,2020-11-15 01-AM,BTCUSD,16093.6,16100.1,15972.1,16009.5,3.65,58455.57
1605398400.0,2020-11-15 12-AM,BTCUSD,16112.5,16128.8,16054.8,16093.6,1.478,23789.04
1605394800.0,2020-11-14 11-PM,BTCUSD,16035,16215.1,16032.4,16112.5,24.4,393986.32
1605391200.0,2020-11-14 10-PM,BTCUSD,16022,16048.8,15945.8,16035,4.468,71504.78
1605387600.0,2020-11-14 09-PM,BTCUSD,15990.3,16048.4,15984.4,16022,6.617,105993.05
1605384000.0,2020-11-14 08-PM,BTCUSD,15912.4,16000,15862.3,15990.3,2.837,45172.56
1605380400.0,2020-11-14 07-PM,BTCUSD,15936.9,15946.7,15846.4,15912.4,9.743,154752.32
1605376800.0,2020-11-14 06-PM,BTCUSD,15943.6,15984.9,15898,15936.9,3.434,54712.74
1605373200.0,2020-11-14 05-PM,BTCUSD,15857.6,15954.7,15721.2,15943.6,14.16,224508.3
1605369600.0,2020-11-14 04-PM,BTCUSD,15979.5,16048.7,15853.5,15857.6,9.508,151911.6
1605366000.0,2020-11-14 03-PM,BTCUSD,16030.2,16049,15957.6,15979.5,2.271,36369.24
1605362400.0,2020-11-14 02-PM,BTCUSD,15950.7,16050,15940.5,16030.2,8.818,141124.31
1605358800.0,2020-11-14 01-PM,BTCUSD,15934.9,15957.9,15888,15950.7,1.961,31235.87
1605355200.0,2020-11-14 12-PM,BTCUSD,15961.9,15961.9,15839.8,15934.9,5.754,91387.63
1605351600.0,2020-11-14 11-AM,BTCUSD,15866.5,15961.9,15832.5,15961.9,7.104,113068.66
1605348000.0,2020-11-14 10-AM,BTCUSD,15801.9,15960.5,15751.3,15866.5,13.66,216441.75
1605344400.0,2020-11-14 09-AM,BTCUSD,15988.6,15988.9,15768.9,15801.9,22.46,356187.65
1605340800.0,2020-11-14 08-AM,BTCUSD,16117.4,16151.9,15846.7,15988.6,30.43,485626.62
1605337200.0,2020-11-14 07-AM,BTCUSD,16199.7,16212.4,16052.1,16117.4,8.598,138389.59
1605333600.0,2020-11-14 06-AM,BTCUSD,16192.4,16217,16154.9,16199.7,4.02,65122.68
1605330000.0,2020-11-14 05-AM,BTCUSD,16176.8,16192.4,16085.4,16192.4,6.153,99222.75
1605326400.0,2020-11-14 04-AM,BTCUSD,16203.7,16222.3,16116.5,16176.8,1.483,23979.91
1605322800.0,2020-11-14 03-AM,BTCUSD,16217.2,16230.6,16153.8,16203.7,2.735,44296.15
1605319200.0,2020-11-14 02-AM,BTCUSD,16229,16250.4,16162.2,16217.2,2.375,38493.01
1605315600.0,2020-11-14 01-AM,BTCUSD,16313,16313,16195.1,16229,2.663,43220.97
1605312000.0,2020-11-14 12-AM,BTCUSD,16354.1,16356.4,16240.6,16313,5.316,86599.23
1605308400.0,2020-11-13 11-PM,BTCUSD,16333.7,16381.7,16297.5,16354.1,2.158,35229.24
1605304800.0,2020-11-13 10-PM,BTCUSD,16290.4,16380.7,16290.4,16333.7,4.79,78306.23
1605301200.0,2020-11-13 09-PM,BTCUSD,16228.2,16323.2,16228.2,16290.4,3.816,62167.26
1605297600.0,2020-11-13 08-PM,BTCUSD,16322.2,16322.2,16200,16228.2,4.563,74186.38
1605294000.0,2020-11-13 07-PM,BTCUSD,16268.1,16325.3,16248.2,16322.2,7.351,119733.59
1605290400.0,2020-11-13 06-PM,BTCUSD,16266.3,16298.8,16240.3,16268.1,7.009,113936.67
1605286800.0,2020-11-13 05-PM,BTCUSD,16199.1,16273.5,16145,16266.3,6.68,108385.58
1605283200.0,2020-11-13 04-PM,BTCUSD,16136.4,16200,15979.9,16199.1,32.41,520989.71
1605279600.0,2020-11-13 03-PM,BTCUSD,16230.4,16239,16101,16136.4,4.66,75279.0
1605276000.0,2020-11-13 02-PM,BTCUSD,16266.4,16300,16155,16230.4,11.39,184838.89
1605272400.0,2020-11-13 01-PM,BTCUSD,16267.8,16322.7,16210.3,16266.4,8.086,131634.7
1605268800.0,2020-11-13 12-PM,BTCUSD,16239.4,16336.9,16232.8,16267.8,16.37,266418.9
1605265200.0,2020-11-13 11-AM,BTCUSD,16216.1,16266,16100,16239.4,24.17,391546.52
1605261600.0,2020-11-13 10-AM,BTCUSD,16356,16374.3,16200.1,16216.1,16.48,268542.58
1605258000.0,2020-11-13 09-AM,BTCUSD,16259.6,16380.2,16230.1,16356,8.939,145941.83
1605254400.0,2020-11-13 08-AM,BTCUSD,16285,16291,16156.2,16259.6,5.184,84031.01
1605250800.0,2020-11-13 07-AM,BTCUSD,16298.9,16322.3,16200,16285,9.752,158329.42
1605247200.0,2020-11-13 06-AM,BTCUSD,16242.5,16363.5,16242.5,16298.9,6.193,101005.51
1605243600.0,2020-11-13 05-AM,BTCUSD,16414.7,16414.7,16217.1,16242.5,11.9,193918.94
1605240000.0,2020-11-13 04-AM,BTCUSD,16459.3,16477.3,16375,16414.7,2.13,34991.57
1605236400.0,2020-11-13 03-AM,BTCUSD,16425,16485,16380.4,16459.3,4.603,75570.96
1605232800.0,2020-11-13 02-AM,BTCUSD,16463,16499,16323.4,16425,25.84,423029.56
1605229200.0,2020-11-13 01-AM,BTCUSD,16424.7,16499,16369.9,16463,9.015,148228.33
1605225600.0,2020-11-13 12-AM,BTCUSD,16323.7,16449,16274.6,16424.7,13.72,224928.39
1605222000.0,2020-11-12 11-PM,BTCUSD,16231.4,16353.7,16201.4,16323.7,6.942,112927.65
1605218400.0,2020-11-12 10-PM,BTCUSD,16175.4,16353.9,16167.6,16231.4,17.82,289818.45
1605214800.0,2020-11-12 09-PM,BTCUSD,16157.8,16200,16138.9,16175.4,9.162,148211.97
1605211200.0,2020-11-12 08-PM,BTCUSD,16085.9,16163.9,16060.8,16157.8,7.096,114401.2
1605207600.0,2020-11-12 07-PM,BTCUSD,16115.9,16127.2,16001.5,16085.9,5.9,94688.17
1605204000.0,2020-11-12 06-PM,BTCUSD,15993,16124.9,15900,16115.9,5.861,93759.16
1605200400.0,2020-11-12 05-PM,BTCUSD,16164.5,16199.9,15947.7,15993,14.02,225883.55
1605196800.0,2020-11-12 04-PM,BTCUSD,16161,16191.9,16020.7,16164.5,17.78,286637.54
1605193200.0,2020-11-12 03-PM,BTCUSD,16033.6,16187.9,15964.2,16161,24.08,386798.91
1605189600.0,2020-11-12 02-PM,BTCUSD,16039.2,16100.1,15870,16033.6,22.25,355499.36
1605186000.0,2020-11-12 01-PM,BTCUSD,15922.7,16040,15859.4,16039.2,8.592,136843.81
1605182400.0,2020-11-12 12-PM,BTCUSD,15769.4,15970.3,15769.4,15922.7,10.83,171940.54
1605178800.0,2020-11-12 11-AM,BTCUSD,15702.8,15851.1,15605.6,15769.4,16.96,267836.88
1605175200.0,2020-11-12 10-AM,BTCUSD,16085.9,16171,15673.8,15702.8,65.79,1050661.37
1605171600.0,2020-11-12 09-AM,BTCUSD,15823.8,16122.9,15801.4,16085.9,24.71,396064.14
1605168000.0,2020-11-12 08-AM,BTCUSD,15882.6,15966.5,15823.8,15823.8,6.548,104018.66
1605164400.0,2020-11-12 07-AM,BTCUSD,15809.2,15967.3,15778.9,15882.6,7.138,113412.35
1605160800.0,2020-11-12 06-AM,BTCUSD,15779,15875.3,15753,15809.2,7.349,116251.42
1605157200.0,2020-11-12 05-AM,BTCUSD,15671.5,15783.8,15661,15779,2.761,43467.5
1605153600.0,2020-11-12 04-AM,BTCUSD,15660.7,15697.9,15610,15671.5,1.992,31153.41
1605150000.0,2020-11-12 03-AM,BTCUSD,15659.8,15701.4,15640.7,15660.7,1.016,15932.01
1605146400.0,2020-11-12 02-AM,BTCUSD,15655.1,15703.4,15612.3,15659.8,1.656,25922.58
1605142800.0,2020-11-12 01-AM,BTCUSD,15641.8,15682.7,15590.8,15655.1,2.54,39700.75
1605139200.0,2020-11-12 12-AM,BTCUSD,15722.4,15734.7,15487,15641.8,12.42,193332.07
1605135600.0,2020-11-11 11-PM,BTCUSD,15816.1,15816.1,15700.1,15722.4,3.366,52987.68
1605132000.0,2020-11-11 10-PM,BTCUSD,15811,15895,15794.6,15816.1,4.11,65174.28
1605128400.0,2020-11-11 09-PM,BTCUSD,15729.6,15811,15654.8,15811,5.194,81726.19
1605124800.0,2020-11-11 08-PM,BTCUSD,15820.4,15835.9,15600.9,15729.6,3.323,52142.95
1605121200.0,2020-11-11 07-PM,BTCUSD,15810.9,15886.2,15723,15820.4,7.674,121292.52
1605117600.0,2020-11-11 06-PM,BTCUSD,15882.1,15993.5,15804,15810.9,11.63,184946.93
1605114000.0,2020-11-11 05-PM,BTCUSD,15793.9,15950,15792.5,15882.1,13.29,211332.81
1605110400.0,2020-11-11 04-PM,BTCUSD,15691,15886.5,15672.8,15793.9,17.63,278181.25
1605106800.0,2020-11-11 03-PM,BTCUSD,15664.4,15714.6,15618.8,15691,5.465,85648.69
1605103200.0,2020-11-11 02-PM,BTCUSD,15556.7,15677.3,15556.7,15664.4,4.362,68175.13
1605099600.0,2020-11-11 01-PM,BTCUSD,15619.6,15723,15556.6,15556.7,12.49,195417.35
1605096000.0,2020-11-11 12-PM,BTCUSD,15626.4,15683.1,15555.1,15619.6,4.284,66929.42
1605092400.0,2020-11-11 11-AM,BTCUSD,15569.7,15708,15540.1,15626.4,16.21,253600.09
1605088800.0,2020-11-11 10-AM,BTCUSD,15447.3,15605,15447.3,15569.7,7.213,111884.76
1605085200.0,2020-11-11 09-AM,BTCUSD,15431.5,15486.3,15406.6,15447.3,4.449,68719.33
1605081600.0,2020-11-11 08-AM,BTCUSD,15410.2,15460,15379,15431.5,4.086,62992.44
1605078000.0,2020-11-11 07-AM,BTCUSD,15392,15441.5,15374.3,15410.2,3.614,55697.39
1605074400.0,2020-11-11 06-AM,BTCUSD,15401.9,15443.7,15392,15392,4.864,74984.52
1605070800.0,2020-11-11 05-AM,BTCUSD,15368.3,15424.7,15363.7,15401.9,1.969,30298.04
1605067200.0,2020-11-11 04-AM,BTCUSD,15440.2,15471.8,15365.6,15368.3,4.767,73353.43
1605063600.0,2020-11-11 03-AM,BTCUSD,15420.3,15455.9,15397,15440.2,1.989,30684.77
1605060000.0,2020-11-11 02-AM,BTCUSD,15470.6,15470.6,15356.8,15420.3,2.779,42894.67
1605056400.0,2020-11-11 01-AM,BTCUSD,15504.3,15526.6,15443.8,15470.6,8.145,126176.07
1605052800.0,2020-11-11 12-AM,BTCUSD,15315.1,15515.2,15300,15504.3,7.334,113195.3
1605049200.0,2020-11-10 11-PM,BTCUSD,15398.8,15399.8,15304.1,15315.1,3.094,47505.0
1605045600.0,2020-11-10 10-PM,BTCUSD,15383.9,15400,15333,15398.8,3.748,57596.15
1605042000.0,2020-11-10 09-PM,BTCUSD,15305.9,15400,15305.9,15383.9,3.296,50638.13
1605038400.0,2020-11-10 08-PM,BTCUSD,15310.4,15354.9,15290.9,15305.9,3.186,48844.35
1605034800.0,2020-11-10 07-PM,BTCUSD,15292.1,15360.6,15280,15310.4,4.881,74809.82
1605031200.0,2020-11-10 06-PM,BTCUSD,15343.2,15343.2,15214.6,15292.1,3.295,50321.51
1605027600.0,2020-11-10 05-PM,BTCUSD,15279.3,15344.5,15252.8,15343.2,2.524,38622.76
1605024000.0,2020-11-10 04-PM,BTCUSD,15195.2,15299.9,15140.1,15279.3,6.513,99004.87
1605020400.0,2020-11-10 03-PM,BTCUSD,15247.5,15293.4,15097.8,15195.2,10.84,164704.74
1605016800.0,2020-11-10 02-PM,BTCUSD,15333.1,15348.4,15200,15247.5,8.809,134566.82
1605013200.0,2020-11-10 01-PM,BTCUSD,15335.5,15346,15210,15333.1,10.54,160911.06
1605009600.0,2020-11-10 12-PM,BTCUSD,15302,15394.4,15250.3,15335.5,9.424,144546.9
1605006000.0,2020-11-10 11-AM,BTCUSD,15332.8,15332.8,15200,15302,7.235,110493.07
1605002400.0,2020-11-10 10-AM,BTCUSD,15403.8,15442.5,15332.8,15332.8,1.989,30641.41
1604998800.0,2020-11-10 09-AM,BTCUSD,15395,15461.7,15378.5,15403.8,7.827,120504.38
1604995200.0,2020-11-10 08-AM,BTCUSD,15301.5,15448.3,15286.9,15395,4.9,75526.13
1604991600.0,2020-11-10 07-AM,BTCUSD,15297.7,15349.9,15273,15301.5,2.882,44162.84
1604988000.0,2020-11-10 06-AM,BTCUSD,15362.7,15387.9,15278.8,15297.7,4.391,67293.59
1604984400.0,2020-11-10 05-AM,BTCUSD,15387.7,15447.3,15328.6,15362.7,4.621,71108.77
1604980800.0,2020-11-10 04-AM,BTCUSD,15336,15411,15336,15387.7,3.894,59808.35
1604977200.0,2020-11-10 03-AM,BTCUSD,15369.9,15369.9,15270.2,15336,4.182,63927.18
1604973600.0,2020-11-10 02-AM,BTCUSD,15394.9,15416.4,15347.2,15369.9,4.622,71140.91
1604970000.0,2020-11-10 01-AM,BTCUSD,15281.5,15395.8,15261.6,15394.9,5.558,85265.31
1604966400.0,2020-11-10 12-AM,BTCUSD,15334.1,15334.1,15043.2,15281.5,73.94,1118552.91
1604962800.0,2020-11-09 11-PM,BTCUSD,15241.1,15359.8,15241.1,15334.1,5.91,90439.21
1604959200.0,2020-11-09 10-PM,BTCUSD,15358.3,15432.5,15234,15241.1,8.824,135450.32
1604955600.0,2020-11-09 09-PM,BTCUSD,15376.7,15437.2,15339.9,15358.3,5.97,91862.98
1604952000.0,2020-11-09 08-PM,BTCUSD,15361.5,15489.1,15356.2,15376.7,8.641,133253.07
1604948400.0,2020-11-09 07-PM,BTCUSD,15301.4,15450,15273.3,15361.5,5.99,92109.49
1604944800.0,2020-11-09 06-PM,BTCUSD,15225.8,15321.8,15162.5,15301.4,6.797,103606.03
1604941200.0,2020-11-09 05-PM,BTCUSD,15140.7,15252.9,15087.3,15225.8,6.18,93777.62
1604937600.0,2020-11-09 04-PM,BTCUSD,15044.4,15140.7,14828.5,15140.7,15.22,227966.56
1604934000.0,2020-11-09 03-PM,BTCUSD,15049.8,15161.6,14950.1,15044.4,25.64,386694.52
1604930400.0,2020-11-09 02-PM,BTCUSD,15311.8,15400,15049.8,15049.8,33.36,509034.82
